formula,number,A_Density,B_Density,C_Density,X_Density,A_dipole Polarizability,B_dipole Polarizability,C_dipole Polarizability,X_dipole Polarizability,A_covalent Radius,B_covalent Radius,C_covalent Radius,X_covalent Radius,A_atomic Radius,B_atomic Radius,C_atomic Radius,X_atomic Radius,A_FirstIonization,B_FirstIonization,C_FirstIonization,X_FirstIonization,A_number of Valence Electrons,B_number of Valence Electrons,C_number of Valence Electrons,X_number of Valence Electrons,A_number,B_number,C_number,X_number,A_Period,B_Period,C_Period,X_Period,A_Electronegativity,B_Electronegativity,C_Electronegativity,X_Electronegativity,A_number of s+p Electrons,B_number of s+p Electrons,C_number of s+p Electrons,X_number of s+p Electrons,A_number of d Electrons,B_number of d Electrons,C_number of d Electrons,X_number of d Electrons,A_Mulliken EN,B_Mulliken EN,C_Mulliken EN,X_Mulliken EN,A-B_Density,A-C_Density,(A+B+C)-X_Density,A-B_dipole Polarizability,A-C_dipole Polarizability,(A+B+C)-X_dipole Polarizability,A-B_covalent Radius,A-C_covalent Radius,(A+B+C)-X_covalent Radius,A-B_atomic Radius,A-C_atomic Radius,(A+B+C)-X_atomic Radius,A-B_FirstIonization,A-C_FirstIonization,(A+B+C)-X_FirstIonization,A-B_number of Valence Electrons,A-C_number of Valence Electrons,(A+B+C)-X_number of Valence Electrons,A-B_number,A-C_number,(A+B+C)-X_number,A-B_Period,A-C_Period,(A+B+C)-X_Period,A-B_Electronegativity,A-C_Electronegativity,(A+B+C)-X_Electronegativity,A-B_number of s+p Electrons,A-C_number of s+p Electrons,(A+B+C)-X_number of s+p Electrons,A-B_number of d Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-B_Mulliken EN,A-C_Mulliken EN,(A+B+C)-X_Mulliken EN
Tl2BeSnF6,2,23.8,1.85,7.29,0.010199999999999999,100.0,37.74,53.0,22.44,288,102,140,384,3.8,1.05,1.45,3.0,1178.8,899.5,708.6,10086.0,6,2,4,42,162,4,50,54,12,2,5,12,4.08,1.57,1.96,23.88,6,2,4,42,20,0,10,0,6.4,4.9,4.3,62.46,21.95,16.51,32.92980000000001,62.26,47.0,168.3,186,148,146,2.75,2.3499999999999996,3.3,279.29999999999995,470.19999999999993,7299.1,4,2,30,158,112,162,10,7,7,2.51,2.12,16.27,4,2,30,20,10,30,1.5,2.1000000000000005,46.86
Tl2BeBaF6,2,23.8,1.85,3.59,0.010199999999999999,100.0,37.74,272.0,22.44,288,102,196,384,3.8,1.05,2.15,3.0,1178.8,899.5,502.9,10086.0,6,2,2,42,162,4,56,54,12,2,6,12,4.08,1.57,0.89,23.88,6,2,2,42,20,0,0,0,6.4,4.9,2.4,62.46,21.95,20.21,29.2298,62.26,172.0,387.3,186,92,202,2.75,1.65,4.0,279.29999999999995,675.9,7504.799999999999,4,4,32,158,106,168,10,6,8,2.51,3.19,17.34,4,4,32,20,20,20,1.5,4.0,48.76
Tl2BeBaCl6,2,23.8,1.85,3.59,0.01926,100.0,37.74,272.0,87.6,288,102,196,594,3.8,1.05,2.15,6.0,1178.8,899.5,502.9,7507.200000000001,6,2,2,42,162,4,56,102,12,2,6,18,4.08,1.57,0.89,18.96,6,2,2,42,20,0,0,0,6.4,4.9,2.4,49.800000000000004,21.95,20.21,29.220740000000003,62.26,172.0,322.14,186,92,8,2.75,1.65,1.0,279.29999999999995,675.9,4926.0,4,4,32,158,106,120,10,6,2,2.51,3.19,12.420000000000002,4,4,32,20,20,20,1.5,4.0,36.1
Tl2BeBaBr6,2,23.8,1.85,3.59,18.72,100.0,37.74,272.0,126.0,288,102,196,684,3.8,1.05,2.15,6.8999999999999995,1178.8,899.5,502.9,6839.400000000001,6,2,2,42,162,4,56,210,12,2,6,24,4.08,1.57,0.89,17.759999999999998,6,2,2,42,20,0,0,0,6.4,4.9,2.4,45.54,21.95,20.21,10.520000000000003,62.26,172.0,283.74,186,92,98,2.75,1.65,0.10000000000000053,279.29999999999995,675.9,4258.200000000001,4,4,32,158,106,12,10,6,4,2.51,3.19,11.219999999999999,4,4,32,20,20,20,1.5,4.0,31.839999999999996
Tl2BePtF6,2,23.8,1.85,21.5,0.010199999999999999,100.0,37.74,48.0,22.44,288,102,123,384,3.8,1.05,1.35,3.0,1178.8,899.5,870.0,10086.0,6,2,10,42,162,4,78,54,12,2,6,12,4.08,1.57,2.28,23.88,6,2,1,42,20,0,9,0,6.4,4.9,5.6,62.46,21.95,2.3000000000000007,47.13980000000001,62.26,52.0,163.3,186,165,129,2.75,2.4499999999999997,3.1999999999999993,279.29999999999995,308.79999999999995,7137.7,4,4,24,158,84,190,10,6,8,2.51,1.8000000000000003,15.95,4,5,33,20,11,29,1.5,0.8000000000000007,45.56
Tl2BeHgF6,2,23.8,1.85,13.5,0.010199999999999999,100.0,37.74,33.91,22.44,288,102,133,384,3.8,1.05,1.5,3.0,1178.8,899.5,1007.1,10086.0,6,2,12,42,162,4,80,54,12,2,6,12,4.08,1.57,2.0,23.88,6,2,2,42,20,0,10,0,6.4,4.9,4.91,62.46,21.95,10.3,39.13980000000001,62.26,66.09,149.21,186,155,139,2.75,2.3,3.3499999999999996,279.29999999999995,171.69999999999993,7000.6,4,6,22,158,82,192,10,6,8,2.51,2.08,16.229999999999997,4,4,32,20,10,30,1.5,1.4900000000000002,46.25
Tl2BePbF6,2,23.8,1.85,11.3,0.010199999999999999,100.0,37.74,47.0,22.44,288,102,144,384,3.8,1.05,1.8,3.0,1178.8,899.5,715.6,10086.0,6,2,4,42,162,4,82,54,12,2,6,12,4.08,1.57,2.33,23.88,6,2,4,42,20,0,10,0,6.4,4.9,3.9,62.46,21.95,12.5,36.939800000000005,62.26,53.0,162.3,186,144,150,2.75,1.9999999999999998,3.6499999999999995,279.29999999999995,463.19999999999993,7292.1,4,2,30,158,80,194,10,6,8,2.51,1.75,15.899999999999999,4,2,30,20,10,30,1.5,2.5000000000000004,47.26
Tl2BePbCl6,2,23.8,1.85,11.3,0.01926,100.0,37.74,47.0,87.6,288,102,144,594,3.8,1.05,1.8,6.0,1178.8,899.5,715.6,7507.200000000001,6,2,4,42,162,4,82,102,12,2,6,18,4.08,1.57,2.33,18.96,6,2,4,42,20,0,10,0,6.4,4.9,3.9,49.800000000000004,21.95,12.5,36.93074,62.26,53.0,97.14000000000001,186,144,60,2.75,1.9999999999999998,0.6499999999999995,279.29999999999995,463.19999999999993,4713.300000000001,4,2,30,158,80,146,10,6,2,2.51,1.75,10.98,4,2,30,20,10,30,1.5,2.5000000000000004,34.6
Tl2BeLaF6,2,23.8,1.85,6.15,0.010199999999999999,100.0,37.74,215.0,22.44,288,102,180,384,3.8,1.05,1.95,3.0,1178.8,899.5,538.1,10086.0,6,2,3,42,162,4,57,54,12,2,6,12,4.08,1.57,1.1,23.88,6,2,2,42,20,0,1,0,6.4,4.9,3.1,62.46,21.95,17.65,31.789800000000003,62.26,115.0,330.3,186,108,186,2.75,1.8499999999999999,3.8,279.29999999999995,640.6999999999999,7469.6,4,3,31,158,105,169,10,6,8,2.51,2.98,17.13,4,4,32,20,19,21,1.5,3.3000000000000003,48.06
Tl2BeLaCl6,2,23.8,1.85,6.15,0.01926,100.0,37.74,215.0,87.6,288,102,180,594,3.8,1.05,1.95,6.0,1178.8,899.5,538.1,7507.200000000001,6,2,3,42,162,4,57,102,12,2,6,18,4.08,1.57,1.1,18.96,6,2,2,42,20,0,1,0,6.4,4.9,3.1,49.800000000000004,21.95,17.65,31.780740000000005,62.26,115.0,265.14,186,108,24,2.75,1.8499999999999999,0.7999999999999998,279.29999999999995,640.6999999999999,4890.800000000001,4,3,31,158,105,121,10,6,2,2.51,2.98,12.21,4,4,32,20,19,21,1.5,3.3000000000000003,35.400000000000006
Tl2BeLaBr6,2,23.8,1.85,6.15,18.72,100.0,37.74,215.0,126.0,288,102,180,684,3.8,1.05,1.95,6.8999999999999995,1178.8,899.5,538.1,6839.400000000001,6,2,3,42,162,4,57,210,12,2,6,24,4.08,1.57,1.1,17.759999999999998,6,2,2,42,20,0,1,0,6.4,4.9,3.1,45.54,21.95,17.65,13.080000000000005,62.26,115.0,226.74,186,108,114,2.75,1.8499999999999999,0.09999999999999964,279.29999999999995,640.6999999999999,4223.0,4,3,31,158,105,13,10,6,4,2.51,2.98,11.009999999999998,4,4,32,20,19,21,1.5,3.3000000000000003,31.14
Tl2BeCeF6,2,23.8,1.85,6.77,0.010199999999999999,100.0,37.74,205.0,22.44,288,102,163,384,3.8,1.05,1.85,3.0,1178.8,899.5,534.4,10086.0,6,2,3,42,162,4,58,54,12,2,6,12,4.08,1.57,1.12,23.88,6,2,2,42,20,0,1,0,6.4,4.9,3.1,62.46,21.95,17.03,32.409800000000004,62.26,105.0,320.3,186,125,169,2.75,1.9499999999999997,3.6999999999999993,279.29999999999995,644.4,7473.299999999999,4,3,31,158,104,170,10,6,8,2.51,2.96,17.11,4,4,32,20,19,21,1.5,3.3000000000000003,48.06
Tl2BeCeCl6,2,23.8,1.85,6.77,0.01926,100.0,37.74,205.0,87.6,288,102,163,594,3.8,1.05,1.85,6.0,1178.8,899.5,534.4,7507.200000000001,6,2,3,42,162,4,58,102,12,2,6,18,4.08,1.57,1.12,18.96,6,2,2,42,20,0,1,0,6.4,4.9,3.1,49.800000000000004,21.95,17.03,32.40074,62.26,105.0,255.14000000000001,186,125,41,2.75,1.9499999999999997,0.6999999999999993,279.29999999999995,644.4,4894.5,4,3,31,158,104,122,10,6,2,2.51,2.96,12.190000000000001,4,4,32,20,19,21,1.5,3.3000000000000003,35.400000000000006
Tl2BeCeBr6,2,23.8,1.85,6.77,18.72,100.0,37.74,205.0,126.0,288,102,163,684,3.8,1.05,1.85,6.8999999999999995,1178.8,899.5,534.4,6839.400000000001,6,2,3,42,162,4,58,210,12,2,6,24,4.08,1.57,1.12,17.759999999999998,6,2,2,42,20,0,1,0,6.4,4.9,3.1,45.54,21.95,17.03,13.700000000000003,62.26,105.0,216.74,186,125,131,2.75,1.9499999999999997,0.20000000000000018,279.29999999999995,644.4,4226.700000000001,4,3,31,158,104,14,10,6,4,2.51,2.96,10.989999999999998,4,4,32,20,19,21,1.5,3.3000000000000003,31.14
Tl2BePrF6,2,23.8,1.85,6.77,0.010199999999999999,100.0,37.74,216.0,22.44,288,102,176,384,3.8,1.05,1.85,3.0,1178.8,899.5,527.0,10086.0,6,2,3,42,162,4,59,54,12,2,6,12,4.08,1.57,1.13,23.88,6,2,2,42,20,0,0,0,6.4,4.9,3.1,62.46,21.95,17.03,32.409800000000004,62.26,116.0,331.3,186,112,182,2.75,1.9499999999999997,3.6999999999999993,279.29999999999995,651.8,7480.7,4,3,31,158,103,171,10,6,8,2.51,2.95,17.099999999999998,4,4,32,20,20,20,1.5,3.3000000000000003,48.06
Tl2BePrCl6,2,23.8,1.85,6.77,0.01926,100.0,37.74,216.0,87.6,288,102,176,594,3.8,1.05,1.85,6.0,1178.8,899.5,527.0,7507.200000000001,6,2,3,42,162,4,59,102,12,2,6,18,4.08,1.57,1.13,18.96,6,2,2,42,20,0,0,0,6.4,4.9,3.1,49.800000000000004,21.95,17.03,32.40074,62.26,116.0,266.14,186,112,28,2.75,1.9499999999999997,0.6999999999999993,279.29999999999995,651.8,4901.900000000001,4,3,31,158,103,123,10,6,2,2.51,2.95,12.18,4,4,32,20,20,20,1.5,3.3000000000000003,35.400000000000006
Tl2BeSmF6,2,23.8,1.85,7.52,0.010199999999999999,100.0,37.74,192.0,22.44,288,102,172,384,3.8,1.05,1.85,3.0,1178.8,899.5,544.5,10086.0,6,2,3,42,162,4,62,54,12,2,6,12,4.08,1.57,1.17,23.88,6,2,2,42,20,0,0,0,6.4,4.9,3.1,62.46,21.95,16.28,33.159800000000004,62.26,92.0,307.3,186,116,178,2.75,1.9499999999999997,3.6999999999999993,279.29999999999995,634.3,7463.2,4,3,31,158,100,174,10,6,8,2.51,2.91,17.06,4,4,32,20,20,20,1.5,3.3000000000000003,48.06
Tl2BeSmCl6,2,23.8,1.85,7.52,0.01926,100.0,37.74,192.0,87.6,288,102,172,594,3.8,1.05,1.85,6.0,1178.8,899.5,544.5,7507.200000000001,6,2,3,42,162,4,62,102,12,2,6,18,4.08,1.57,1.17,18.96,6,2,2,42,20,0,0,0,6.4,4.9,3.1,49.800000000000004,21.95,16.28,33.15074,62.26,92.0,242.14000000000001,186,116,32,2.75,1.9499999999999997,0.6999999999999993,279.29999999999995,634.3,4884.400000000001,4,3,31,158,100,126,10,6,2,2.51,2.91,12.14,4,4,32,20,20,20,1.5,3.3000000000000003,35.400000000000006
Tl2BeEuF6,2,23.8,1.85,5.24,0.010199999999999999,100.0,37.74,184.0,22.44,288,102,168,384,3.8,1.05,1.85,3.0,1178.8,899.5,547.1,10086.0,6,2,3,42,162,4,63,54,12,2,6,12,4.08,1.57,1.2,23.88,6,2,2,42,20,0,0,0,6.4,4.9,3.1,62.46,21.95,18.560000000000002,30.8798,62.26,84.0,299.3,186,120,174,2.75,1.9499999999999997,3.6999999999999993,279.29999999999995,631.6999999999999,7460.6,4,3,31,158,99,175,10,6,8,2.51,2.88,17.029999999999998,4,4,32,20,20,20,1.5,3.3000000000000003,48.06
Tl2BeEuCl6,2,23.8,1.85,5.24,0.01926,100.0,37.74,184.0,87.6,288,102,168,594,3.8,1.05,1.85,6.0,1178.8,899.5,547.1,7507.200000000001,6,2,3,42,162,4,63,102,12,2,6,18,4.08,1.57,1.2,18.96,6,2,2,42,20,0,0,0,6.4,4.9,3.1,49.800000000000004,21.95,18.560000000000002,30.87074,62.26,84.0,234.14000000000001,186,120,36,2.75,1.9499999999999997,0.6999999999999993,279.29999999999995,631.6999999999999,4881.800000000001,4,3,31,158,99,127,10,6,2,2.51,2.88,12.11,4,4,32,20,20,20,1.5,3.3000000000000003,35.400000000000006
Tl2BeDyF6,2,23.8,1.85,8.55,0.010199999999999999,100.0,37.74,163.0,22.44,288,102,167,384,3.8,1.05,1.75,3.0,1178.8,899.5,573.0,10086.0,6,2,3,42,162,4,66,54,12,2,6,12,4.08,1.57,1.22,23.88,6,2,2,42,20,0,0,0,6.4,4.9,3.1,62.46,21.95,15.25,34.189800000000005,62.26,63.0,278.3,186,121,173,2.75,2.05,3.5999999999999996,279.29999999999995,605.8,7434.7,4,3,31,158,96,178,10,6,8,2.51,2.8600000000000003,17.009999999999998,4,4,32,20,20,20,1.5,3.3000000000000003,48.06
Tl2BeDyCl6,2,23.8,1.85,8.55,0.01926,100.0,37.74,163.0,87.6,288,102,167,594,3.8,1.05,1.75,6.0,1178.8,899.5,573.0,7507.200000000001,6,2,3,42,162,4,66,102,12,2,6,18,4.08,1.57,1.22,18.96,6,2,2,42,20,0,0,0,6.4,4.9,3.1,49.800000000000004,21.95,15.25,34.18074,62.26,63.0,213.14000000000001,186,121,37,2.75,2.05,0.5999999999999996,279.29999999999995,605.8,4855.900000000001,4,3,31,158,96,130,10,6,2,2.51,2.8600000000000003,12.09,4,4,32,20,20,20,1.5,3.3000000000000003,35.400000000000006
Tl2BeTmF6,2,23.8,1.85,9.32,0.010199999999999999,100.0,37.74,144.0,22.44,288,102,164,384,3.8,1.05,1.75,3.0,1178.8,899.5,596.7,10086.0,6,2,3,42,162,4,69,54,12,2,6,12,4.08,1.57,1.25,23.88,6,2,2,42,20,0,0,0,6.4,4.9,3.1,62.46,21.95,14.48,34.9598,62.26,44.0,259.3,186,124,170,2.75,2.05,3.5999999999999996,279.29999999999995,582.0999999999999,7411.0,4,3,31,158,93,181,10,6,8,2.51,2.83,16.979999999999997,4,4,32,20,20,20,1.5,3.3000000000000003,48.06
Tl2BeYbF6,2,23.8,1.85,6.97,0.010199999999999999,100.0,37.74,139.0,22.44,288,102,170,384,3.8,1.05,1.75,3.0,1178.8,899.5,603.4,10086.0,6,2,3,42,162,4,70,54,12,2,6,12,4.08,1.57,1.1,23.88,6,2,2,42,20,0,0,0,6.4,4.9,3.1,62.46,21.95,16.830000000000002,32.60980000000001,62.26,39.0,254.3,186,118,176,2.75,2.05,3.5999999999999996,279.29999999999995,575.4,7404.299999999999,4,3,31,158,92,182,10,6,8,2.51,2.98,17.13,4,4,32,20,20,20,1.5,3.3000000000000003,48.06
Tl2MgCaF6,2,23.8,1.74,1.54,0.010199999999999999,100.0,71.2,160.8,22.44,288,139,171,384,3.8,1.5,1.8,3.0,1178.8,737.7,589.8,10086.0,6,2,2,42,162,12,20,54,12,3,4,12,4.08,1.31,1.0,23.88,6,2,2,42,20,0,0,0,6.4,3.75,2.2,62.46,22.060000000000002,22.26,27.069799999999997,28.799999999999997,60.80000000000001,309.56,149,117,214,2.3,1.9999999999999998,4.1,441.0999999999999,589.0,7579.7,4,4,32,150,142,140,9,8,7,2.77,3.08,17.49,4,4,32,20,20,20,2.6500000000000004,4.2,50.11
Tl2MgCaCl6,2,23.8,1.74,1.54,0.01926,100.0,71.2,160.8,87.6,288,139,171,594,3.8,1.5,1.8,6.0,1178.8,737.7,589.8,7507.200000000001,6,2,2,42,162,12,20,102,12,3,4,18,4.08,1.31,1.0,18.96,6,2,2,42,20,0,0,0,6.4,3.75,2.2,49.800000000000004,22.060000000000002,22.26,27.06074,28.799999999999997,60.80000000000001,244.4,149,117,4,2.3,1.9999999999999998,1.0999999999999996,441.0999999999999,589.0,5000.900000000001,4,4,32,150,142,92,9,8,1,2.77,3.08,12.57,4,4,32,20,20,20,2.6500000000000004,4.2,37.45
Tl2MgCaBr6,2,23.8,1.74,1.54,18.72,100.0,71.2,160.8,126.0,288,139,171,684,3.8,1.5,1.8,6.8999999999999995,1178.8,737.7,589.8,6839.400000000001,6,2,2,42,162,12,20,210,12,3,4,24,4.08,1.31,1.0,17.759999999999998,6,2,2,42,20,0,0,0,6.4,3.75,2.2,45.54,22.060000000000002,22.26,8.36,28.799999999999997,60.80000000000001,206.0,149,117,86,2.3,1.9999999999999998,0.20000000000000018,441.0999999999999,589.0,4333.1,4,4,32,150,142,16,9,8,5,2.77,3.08,11.369999999999997,4,4,32,20,20,20,2.6500000000000004,4.2,33.19
Tl2MgScF6,2,23.8,1.74,2.99,0.010199999999999999,100.0,71.2,97.0,22.44,288,139,148,384,3.8,1.5,1.6,3.0,1178.8,737.7,633.1,10086.0,6,2,3,42,162,12,21,54,12,3,4,12,4.08,1.31,1.36,23.88,6,2,2,42,20,0,1,0,6.4,3.75,3.34,62.46,22.060000000000002,20.810000000000002,28.5198,28.799999999999997,3.0,245.76,149,140,191,2.3,2.1999999999999997,3.9000000000000004,441.0999999999999,545.6999999999999,7536.4,4,3,31,150,141,141,9,8,7,2.77,2.7199999999999998,17.13,4,4,32,20,19,21,2.6500000000000004,3.0600000000000005,48.97
Tl2MgScCl6,2,23.8,1.74,2.99,0.01926,100.0,71.2,97.0,87.6,288,139,148,594,3.8,1.5,1.6,6.0,1178.8,737.7,633.1,7507.200000000001,6,2,3,42,162,12,21,102,12,3,4,18,4.08,1.31,1.36,18.96,6,2,2,42,20,0,1,0,6.4,3.75,3.34,49.800000000000004,22.060000000000002,20.810000000000002,28.510740000000002,28.799999999999997,3.0,180.6,149,140,19,2.3,2.1999999999999997,0.9000000000000004,441.0999999999999,545.6999999999999,4957.6,4,3,31,150,141,93,9,8,1,2.77,2.7199999999999998,12.21,4,4,32,20,19,21,2.6500000000000004,3.0600000000000005,36.31
Tl2MgTiF6,2,23.8,1.74,4.54,0.010199999999999999,100.0,71.2,100.0,22.44,288,139,136,384,3.8,1.5,1.4,3.0,1178.8,737.7,658.8,10086.0,6,2,4,42,162,12,22,54,12,3,4,12,4.08,1.31,1.54,23.88,6,2,2,42,20,0,2,0,6.4,3.75,3.45,62.46,22.060000000000002,19.26,30.069799999999997,28.799999999999997,0.0,248.76,149,152,179,2.3,2.4,3.6999999999999993,441.0999999999999,520.0,7510.7,4,2,30,150,140,142,9,8,7,2.77,2.54,16.95,4,4,32,20,18,22,2.6500000000000004,2.95,48.86
Tl2MgTiCl6,2,23.8,1.74,4.54,0.01926,100.0,71.2,100.0,87.6,288,139,136,594,3.8,1.5,1.4,6.0,1178.8,737.7,658.8,7507.200000000001,6,2,4,42,162,12,22,102,12,3,4,18,4.08,1.31,1.54,18.96,6,2,2,42,20,0,2,0,6.4,3.75,3.45,49.800000000000004,22.060000000000002,19.26,30.06074,28.799999999999997,0.0,183.6,149,152,31,2.3,2.4,0.6999999999999993,441.0999999999999,520.0,4931.900000000001,4,2,30,150,140,94,9,8,1,2.77,2.54,12.030000000000001,4,4,32,20,18,22,2.6500000000000004,2.95,36.2
Tl2MgVF6,2,23.8,1.74,6.11,0.010199999999999999,100.0,71.2,87.0,22.44,288,139,134,384,3.8,1.5,1.35,3.0,1178.8,737.7,650.9,10086.0,6,2,5,42,162,12,23,54,12,3,4,12,4.08,1.31,1.63,23.88,6,2,2,42,20,0,3,0,6.4,3.75,3.6,62.46,22.060000000000002,17.69,31.639799999999997,28.799999999999997,13.0,235.76,149,154,177,2.3,2.4499999999999997,3.6500000000000004,441.0999999999999,527.9,7518.6,4,1,29,150,139,143,9,8,7,2.77,2.45,16.86,4,4,32,20,17,23,2.6500000000000004,2.8000000000000003,48.71
Tl2MgVCl6,2,23.8,1.74,6.11,0.01926,100.0,71.2,87.0,87.6,288,139,134,594,3.8,1.5,1.35,6.0,1178.8,737.7,650.9,7507.200000000001,6,2,5,42,162,12,23,102,12,3,4,18,4.08,1.31,1.63,18.96,6,2,2,42,20,0,3,0,6.4,3.75,3.6,49.800000000000004,22.060000000000002,17.69,31.63074,28.799999999999997,13.0,170.6,149,154,33,2.3,2.4499999999999997,0.6500000000000004,441.0999999999999,527.9,4939.800000000001,4,1,29,150,139,95,9,8,1,2.77,2.45,11.940000000000001,4,4,32,20,17,23,2.6500000000000004,2.8000000000000003,36.050000000000004
Tl2MgCrF6,2,23.8,1.74,7.15,0.010199999999999999,100.0,71.2,83.0,22.44,288,139,122,384,3.8,1.5,1.4,3.0,1178.8,737.7,652.9,10086.0,6,2,6,42,162,12,24,54,12,3,4,12,4.08,1.31,1.66,23.88,6,2,1,42,20,0,5,0,6.4,3.75,3.72,62.46,22.060000000000002,16.65,32.6798,28.799999999999997,17.0,231.76,149,166,165,2.3,2.4,3.6999999999999993,441.0999999999999,525.9,7516.6,4,0,28,150,138,144,9,8,7,2.77,2.42,16.83,4,5,33,20,15,25,2.6500000000000004,2.68,48.59
Tl2MgCrCl6,2,23.8,1.74,7.15,0.01926,100.0,71.2,83.0,87.6,288,139,122,594,3.8,1.5,1.4,6.0,1178.8,737.7,652.9,7507.200000000001,6,2,6,42,162,12,24,102,12,3,4,18,4.08,1.31,1.66,18.96,6,2,1,42,20,0,5,0,6.4,3.75,3.72,49.800000000000004,22.060000000000002,16.65,32.670739999999995,28.799999999999997,17.0,166.6,149,166,45,2.3,2.4,0.6999999999999993,441.0999999999999,525.9,4937.800000000001,4,0,28,150,138,96,9,8,1,2.77,2.42,11.91,4,5,33,20,15,25,2.6500000000000004,2.68,35.93000000000001
Tl2MgMnF6,2,23.8,1.74,7.44,0.010199999999999999,100.0,71.2,68.0,22.44,288,139,119,384,3.8,1.5,1.4,3.0,1178.8,737.7,717.3,10086.0,6,2,7,42,162,12,25,54,12,3,4,12,4.08,1.31,1.55,23.88,6,2,2,42,20,0,5,0,6.4,3.75,3.72,62.46,22.060000000000002,16.36,32.9698,28.799999999999997,32.0,216.76,149,169,162,2.3,2.4,3.6999999999999993,441.0999999999999,461.5,7452.2,4,1,27,150,137,145,9,8,7,2.77,2.5300000000000002,16.939999999999998,4,4,32,20,15,25,2.6500000000000004,2.68,48.59
Tl2MgMnCl6,2,23.8,1.74,7.44,0.01926,100.0,71.2,68.0,87.6,288,139,119,594,3.8,1.5,1.4,6.0,1178.8,737.7,717.3,7507.200000000001,6,2,7,42,162,12,25,102,12,3,4,18,4.08,1.31,1.55,18.96,6,2,2,42,20,0,5,0,6.4,3.75,3.72,49.800000000000004,22.060000000000002,16.36,32.960739999999994,28.799999999999997,32.0,151.6,149,169,48,2.3,2.4,0.6999999999999993,441.0999999999999,461.5,4873.400000000001,4,1,27,150,137,97,9,8,1,2.77,2.5300000000000002,12.02,4,4,32,20,15,25,2.6500000000000004,2.68,35.93000000000001
Tl2MgFeF6,2,23.8,1.74,7.87,0.010199999999999999,100.0,71.2,62.0,22.44,288,139,116,384,3.8,1.5,1.4,3.0,1178.8,737.7,762.5,10086.0,6,2,8,42,162,12,26,54,12,3,4,12,4.08,1.31,1.83,23.88,6,2,2,42,20,0,6,0,6.4,3.75,4.06,62.46,22.060000000000002,15.93,33.3998,28.799999999999997,38.0,210.76,149,172,159,2.3,2.4,3.6999999999999993,441.0999999999999,416.29999999999995,7407.0,4,2,26,150,136,146,9,8,7,2.77,2.25,16.659999999999997,4,4,32,20,14,26,2.6500000000000004,2.3400000000000007,48.25
Tl2MgFeCl6,2,23.8,1.74,7.87,0.01926,100.0,71.2,62.0,87.6,288,139,116,594,3.8,1.5,1.4,6.0,1178.8,737.7,762.5,7507.200000000001,6,2,8,42,162,12,26,102,12,3,4,18,4.08,1.31,1.83,18.96,6,2,2,42,20,0,6,0,6.4,3.75,4.06,49.800000000000004,22.060000000000002,15.93,33.390739999999994,28.799999999999997,38.0,145.6,149,172,51,2.3,2.4,0.6999999999999993,441.0999999999999,416.29999999999995,4828.200000000001,4,2,26,150,136,98,9,8,1,2.77,2.25,11.74,4,4,32,20,14,26,2.6500000000000004,2.3400000000000007,35.59
Tl2MgCoF6,2,23.8,1.74,8.86,0.010199999999999999,100.0,71.2,55.0,22.44,288,139,111,384,3.8,1.5,1.35,3.0,1178.8,737.7,760.4,10086.0,6,2,9,42,162,12,27,54,12,3,4,12,4.08,1.31,1.88,23.88,6,2,2,42,20,0,7,0,6.4,3.75,4.3,62.46,22.060000000000002,14.940000000000001,34.3898,28.799999999999997,45.0,203.76,149,177,154,2.3,2.4499999999999997,3.6500000000000004,441.0999999999999,418.4,7409.1,4,3,25,150,135,147,9,8,7,2.77,2.2,16.61,4,4,32,20,13,27,2.6500000000000004,2.1000000000000005,48.010000000000005
Tl2MgNiF6,2,23.8,1.74,8.91,0.010199999999999999,100.0,71.2,49.0,22.44,288,139,110,384,3.8,1.5,1.35,3.0,1178.8,737.7,737.1,10086.0,6,2,10,42,162,12,28,54,12,3,4,12,4.08,1.31,1.91,23.88,6,2,2,42,20,0,8,0,6.4,3.75,4.4,62.46,22.060000000000002,14.89,34.439800000000005,28.799999999999997,51.0,197.76,149,178,153,2.3,2.4499999999999997,3.6500000000000004,441.0999999999999,441.69999999999993,7432.4,4,4,24,150,134,148,9,8,7,2.77,2.17,16.58,4,4,32,20,12,28,2.6500000000000004,2.0,47.91
Tl2MgCuF6,2,23.8,1.74,8.96,0.010199999999999999,100.0,71.2,46.5,22.44,288,139,112,384,3.8,1.5,1.35,3.0,1178.8,737.7,745.5,10086.0,6,2,11,42,162,12,29,54,12,3,4,12,4.08,1.31,1.9,23.88,6,2,1,42,20,0,10,0,6.4,3.75,4.48,62.46,22.060000000000002,14.84,34.4898,28.799999999999997,53.5,195.26,149,176,155,2.3,2.4499999999999997,3.6500000000000004,441.0999999999999,433.29999999999995,7424.0,4,5,23,150,133,149,9,8,7,2.77,2.18,16.589999999999996,4,5,33,20,10,30,2.6500000000000004,1.92,47.83
