formula,A,B,C,X,Ra,Rb,Rc,RB,Rx,Tf,number
Li2KRhCl6,Li,K,Rh,Cl,1.159,1.388,0.672,1.03,1.806,10.289453337711635,1
Li2KRhBr6,Li,K,Rh,Br,1.159,1.388,0.672,1.03,1.955,10.434113531886391,1
Li2KRhI6,Li,K,Rh,I,1.159,1.388,0.672,1.03,2.194,10.666152366837848,1
Li2KPdF6,Li,K,Pd,F,1.159,1.388,0.851,1.1195,1.331,30.045346069442758,1
Li2KPdCl6,Li,K,Pd,Cl,1.159,1.388,0.851,1.1195,1.806,30.469642630407474,1
Li2KPdBr6,Li,K,Pd,Br,1.159,1.388,0.851,1.1195,1.955,30.60273776216272,1
Li2KPdI6,Li,K,Pd,I,1.159,1.388,0.851,1.1195,2.194,30.81622592652181,1
Li2KAgF6,Li,K,Ag,F,1.159,1.388,0.757,1.0725,1.331,14.173211526197193,1
Li2KAgCl6,Li,K,Ag,Cl,1.159,1.388,0.757,1.0725,1.806,14.616101969087635,1
Li2KAgBr6,Li,K,Ag,Br,1.159,1.388,0.757,1.0725,1.955,14.755029708015373,1
Li2KAgI6,Li,K,Ag,I,1.159,1.388,0.757,1.0725,2.194,14.977873530859195,1
Li2KInF6,Li,K,In,F,1.159,1.388,0.795,1.0915,1.331,17.91540463236131,1
Li2KInCl6,Li,K,In,Cl,1.159,1.388,0.795,1.0915,1.806,18.35058557601683,1
Li2KInBr6,Li,K,In,Br,1.159,1.388,0.795,1.0915,1.955,18.487094966763507,1
Li2KInI6,Li,K,In,I,1.159,1.388,0.795,1.0915,2.194,18.70605969420281,1
Li2KSbF6,Li,K,Sb,F,1.159,1.388,0.861,1.1244999999999998,1.331,34.290584744457504,1
Li2KSbCl6,Li,K,Sb,Cl,1.159,1.388,0.861,1.1244999999999998,1.806,34.712994704439716,1
Li2KSbBr6,Li,K,Sb,Br,1.159,1.388,0.861,1.1244999999999998,1.955,34.84549803925519,1
Li2KSbI6,Li,K,Sb,I,1.159,1.388,0.861,1.1244999999999998,2.194,35.05803694543572,1
Li2KTaF6,Li,K,Ta,F,1.159,1.388,0.726,1.057,1.331,12.161802548933176,1
Li2KTaCl6,Li,K,Ta,Cl,1.159,1.388,0.726,1.057,1.806,12.611187600967234,1
Li2KTaBr6,Li,K,Ta,Br,1.159,1.388,0.726,1.057,1.955,12.752152596236867,1
Li2KTaI6,Li,K,Ta,I,1.159,1.388,0.726,1.057,2.194,12.978264232944529,1
Li2KIrF6,Li,K,Ir,F,1.159,1.388,0.687,1.0375,1.331,10.370233156673125,1
Li2KIrCl6,Li,K,Ir,Cl,1.159,1.388,0.687,1.0375,1.806,10.828064481974328,1
Li2KIrBr6,Li,K,Ir,Br,1.159,1.388,0.687,1.0375,1.955,10.971678939805654,1
Li2KIrI6,Li,K,Ir,I,1.159,1.388,0.687,1.0375,2.194,11.202040385588788,1
Li2KAuF6,Li,K,Au,F,1.159,1.388,0.842,1.115,1.331,27.05100955115142,1
Li2KAuCl6,Li,K,Au,Cl,1.159,1.388,0.842,1.115,1.806,27.477018519761284,1
Li2KAuBr6,Li,K,Au,Br,1.159,1.388,0.842,1.115,1.955,27.6106508067568,1
Li2KAuI6,Li,K,Au,I,1.159,1.388,0.842,1.115,2.194,27.825000582541556,1
Li2KTlF6,Li,K,Tl,F,1.159,1.388,0.884,1.136,1.331,51.071378355799524,1
Li2KTlCl6,Li,K,Tl,Cl,1.159,1.388,0.884,1.136,1.806,51.48951215861643,1
Li2KTlBr6,Li,K,Tl,Br,1.159,1.388,0.884,1.136,1.955,51.62067413044741,1
Li2KTlI6,Li,K,Tl,I,1.159,1.388,0.884,1.136,2.194,51.831061454391076,1
Li2KBiF6,Li,K,Bi,F,1.159,1.388,1.03,1.209,1.331,-22.59639439777368,1
Li2KBiCl6,Li,K,Bi,Cl,1.159,1.388,1.03,1.209,1.806,-22.203507714564413,1
Li2KBiBr6,Li,K,Bi,Br,1.159,1.388,1.03,1.209,1.955,-22.080265365515615,1
Li2KBiI6,Li,K,Bi,I,1.159,1.388,1.03,1.209,2.194,-21.8825813291219,1
Li2KLaF6,Li,K,La,F,1.159,1.388,1.032,1.21,1.331,-22.143127369823947,1
Li2KLaCl6,Li,K,La,Cl,1.159,1.388,1.032,1.21,1.806,-21.750565386352875,1
Li2KLaBr6,Li,K,La,Br,1.159,1.388,1.032,1.21,1.955,-21.627424890485106,1
Li2KLaI6,Li,K,La,I,1.159,1.388,1.032,1.21,2.194,-21.42990422932808,1
Li2KCeF6,Li,K,Ce,F,1.159,1.388,1.01,1.1989999999999998,1.331,-28.37885567996234,1
Li2KCeCl6,Li,K,Ce,Cl,1.159,1.388,1.01,1.1989999999999998,1.806,-27.982692210404373,1
Li2KCeBr6,Li,K,Ce,Br,1.159,1.388,1.01,1.1989999999999998,1.955,-27.85842198521672,1
Li2KCeI6,Li,K,Ce,I,1.159,1.388,1.01,1.1989999999999998,2.194,-27.659089207902287,1
Li2KPrF6,Li,K,Pr,F,1.159,1.388,0.993,1.1905,1.331,-36.18668739130587,1
Li2KPrCl6,Li,K,Pr,Cl,1.159,1.388,0.993,1.1905,1.806,-35.78769537114627,1
Li2KPrBr6,Li,K,Pr,Br,1.159,1.388,0.993,1.1905,1.955,-35.662537874296206,1
Li2KPrI6,Li,K,Pr,I,1.159,1.388,0.993,1.1905,2.194,-35.4617818894159,1
Li2KNdF6,Li,K,Nd,F,1.159,1.388,0.98,1.184,1.331,-45.74466117687774,1
Li2KNdCl6,Li,K,Nd,Cl,1.159,1.388,0.98,1.184,1.806,-45.34347874444531,1
Li2KNdBr6,Li,K,Nd,Br,1.159,1.388,0.98,1.184,1.955,-45.21763414985071,1
Li2KNdI6,Li,K,Nd,I,1.159,1.388,0.98,1.184,2.194,-45.015776041742605,1
Li2KPmF6,Li,K,Pm,F,1.159,1.388,0.969,1.1784999999999999,1.331,-58.81340148871341,1
Li2KPmCl6,Li,K,Pm,Cl,1.159,1.388,0.969,1.1784999999999999,1.806,-58.41034675812368,1
Li2KPmBr6,Li,K,Pm,Br,1.159,1.388,0.969,1.1784999999999999,1.955,-58.283914853159736,1
Li2KPmI6,Li,K,Pm,I,1.159,1.388,0.969,1.1784999999999999,2.194,-58.08111468345248,1
Li2KSmF6,Li,K,Sm,F,1.159,1.388,0.958,1.173,1.331,-82.1559958937192,1
Li2KSmCl6,Li,K,Sm,Cl,1.159,1.388,0.958,1.173,1.806,-81.75105130718893,1
Li2KSmBr6,Li,K,Sm,Br,1.159,1.388,0.958,1.173,1.955,-81.62402658425627,1
Li2KSmI6,Li,K,Sm,I,1.159,1.388,0.958,1.173,2.194,-81.42027551861263,1
Li2KEuF6,Li,K,Eu,F,1.159,1.388,0.947,1.1675,1.331,-135.71593411188113,1
Li2KEuCl6,Li,K,Eu,Cl,1.159,1.388,0.947,1.1675,1.806,-135.30908186348714,1
Li2KEuBr6,Li,K,Eu,Br,1.159,1.388,0.947,1.1675,1.955,-135.1814587371488,1
Li2KEuI6,Li,K,Eu,I,1.159,1.388,0.947,1.1675,2.194,-134.97674781637792,1
Li2KGdF6,Li,K,Gd,F,1.159,1.388,0.936,1.162,1.331,-385.6889704443849,1
Li2KGdCl6,Li,K,Gd,Cl,1.159,1.388,0.936,1.162,1.806,-385.28019247536594,1
Li2KGdBr6,Li,K,Gd,Br,1.159,1.388,0.936,1.162,1.955,-385.1519652808737,1
Li2KGdI6,Li,K,Gd,I,1.159,1.388,0.936,1.162,2.194,-384.94628541856736,1
Li2KTbF6,Li,K,Tb,F,1.159,1.388,0.924,1.156,1.331,386.9857984508917,1
Li2KTbCl6,Li,K,Tb,Cl,1.159,1.388,0.924,1.156,1.806,387.39669810487095,1
Li2KTbBr6,Li,K,Tb,Br,1.159,1.388,0.924,1.156,1.955,387.52559083843494,1
Li2KTbI6,Li,K,Tb,I,1.159,1.388,0.924,1.156,2.194,387.73233824327923,1
Li2KDyF6,Li,K,Dy,F,1.159,1.388,0.912,1.15,1.331,129.43842740699836,1
Li2KDyCl6,Li,K,Dy,Cl,1.159,1.388,0.912,1.15,1.806,129.8514708852592,1
Li2KDyBr6,Li,K,Dy,Br,1.159,1.388,0.912,1.15,1.955,129.9810361026505,1
Li2KDyI6,Li,K,Dy,I,1.159,1.388,0.912,1.15,2.194,130.18886218960705,1
Li2KHoF6,Li,K,Ho,F,1.159,1.388,0.9,1.144,1.331,77.93558436265636,1
Li2KHoCl6,Li,K,Ho,Cl,1.159,1.388,0.9,1.144,1.806,78.35079415286616,1
Li2KHoBr6,Li,K,Ho,Br,1.159,1.388,0.9,1.144,1.955,78.4810389081109,1
Li2KHoI6,Li,K,Ho,I,1.159,1.388,0.9,1.144,2.194,78.689954992027,1
Li2KErF6,Li,K,Er,F,1.159,1.388,0.889,1.1385,1.331,57.213156632480334,1
Li2KErCl6,Li,K,Er,Cl,1.159,1.388,0.889,1.1385,1.806,57.630372267087274,1
Li2KErBr6,Li,K,Er,Br,1.159,1.388,0.889,1.1385,1.955,57.761246224048186,1
Li2KErI6,Li,K,Er,I,1.159,1.388,0.889,1.1385,2.194,57.97117156440831,1
Li2KTmF6,Li,K,Tm,F,1.159,1.388,0.879,1.1335,1.331,46.13457218063919,1
Li2KTmCl6,Li,K,Tm,Cl,1.159,1.388,0.879,1.1335,1.806,46.55362820181254,1
Li2KTmBr6,Li,K,Tm,Br,1.159,1.388,0.879,1.1335,1.955,46.68507945898061,1
Li2KTmI6,Li,K,Tm,I,1.159,1.388,0.879,1.1335,2.194,46.89593080437099,1
Li2KYbF6,Li,K,Yb,F,1.159,1.388,0.868,1.128,1.331,38.07848110185702,1
Li2KYbCl6,Li,K,Yb,Cl,1.159,1.388,0.868,1.128,1.806,38.499580392637164,1
Li2KYbBr6,Li,K,Yb,Br,1.159,1.388,0.868,1.128,1.955,38.631672591218724,1
Li2KYbI6,Li,K,Yb,I,1.159,1.388,0.868,1.128,2.194,38.84355202384283,1
Li2KLuF6,Li,K,Lu,F,1.159,1.388,0.857,1.1225,1.331,32.45267584778011,1
Li2KLuCl6,Li,K,Lu,Cl,1.159,1.388,0.857,1.1225,1.806,32.87583843129904,1
Li2KLuBr6,Li,K,Lu,Br,1.159,1.388,0.857,1.1225,1.955,33.008577852234446,1
Li2KLuI6,Li,K,Lu,I,1.159,1.388,0.857,1.1225,2.194,33.221495446889236,1
Li2KUF6,Li,K,U,F,1.159,1.388,1.024,1.206,1.331,-24.07222850246053,1
Li2KUCl6,Li,K,U,Cl,1.159,1.388,1.024,1.206,1.806,-23.67836448919353,1
Li2KUBr6,Li,K,U,Br,1.159,1.388,1.024,1.206,1.955,-23.554815567137148,1
Li2KUI6,Li,K,U,I,1.159,1.388,1.024,1.206,2.194,-23.35663977940912,1
Li2CuBF6,Li,Cu,B,F,1.159,0.774,0.266,0.52,1.331,4.3405143988351345,1
Li2CuBCl6,Li,Cu,B,Cl,1.159,0.774,0.266,0.52,1.806,5.253975937296674,1
Li2CuBBr6,Li,Cu,B,Br,1.159,0.774,0.266,0.52,1.955,5.5405143988351355,1
Li2CuBI6,Li,Cu,B,I,1.159,0.774,0.266,0.52,2.194,6.00012978345052,1
Li2CuNF6,Li,Cu,N,F,1.159,0.774,0.166,0.47000000000000003,1.331,4.564035083204711,1
Li2CuNCl6,Li,Cu,N,Cl,1.159,0.774,0.166,0.47000000000000003,1.806,5.5746733810770515,1
Li2CuNBr6,Li,Cu,N,Br,1.159,0.774,0.166,0.47000000000000003,1.955,5.8916946576727955,1
Li2CuNI6,Li,Cu,N,I,1.159,0.774,0.166,0.47000000000000003,2.194,6.400205295970668,1
Li2CuAlF6,Li,Cu,Al,F,1.159,0.774,0.537,0.6555,1.331,4.132933998279253,1
Li2CuAlCl6,Li,Cu,Al,Cl,1.159,0.774,0.537,0.6555,1.806,4.8575716794386725,1
Li2CuAlBr6,Li,Cu,Al,Br,1.159,0.774,0.537,0.6555,1.955,5.084879078370786,1
Li2CuAlI6,Li,Cu,Al,I,1.159,0.774,0.537,0.6555,2.194,5.449486248469947,1
Li2CuPF6,Li,Cu,P,F,1.159,0.774,0.444,0.609,1.331,4.143026245400199,1
Li2CuPCl6,Li,Cu,P,Cl,1.159,0.774,0.444,0.609,1.806,4.922993404677703,1
Li2CuPBr6,Li,Cu,P,Br,1.159,0.774,0.444,0.609,1.955,5.16765678727212,1
Li2CuPI6,Li,Cu,P,I,1.159,0.774,0.444,0.609,2.194,5.560103421098065,1
Li2CuScF6,Li,Cu,Sc,F,1.159,0.774,0.741,0.7575000000000001,1.331,4.354724386972516,1
Li2CuScCl6,Li,Cu,Sc,Cl,1.159,0.774,0.741,0.7575000000000001,1.806,4.981787093243144,1
Li2CuScBr6,Li,Cu,Sc,Br,1.159,0.774,0.741,0.7575000000000001,1.955,5.17848676321014,1
Li2CuScI6,Li,Cu,Sc,I,1.159,0.774,0.741,0.7575000000000001,2.194,5.493998314365255,1
Li2CuTiF6,Li,Cu,Ti,F,1.159,0.774,0.673,0.7235,1.331,4.239271912840052,1
Li2CuTiCl6,Li,Cu,Ti,Cl,1.159,0.774,0.673,0.7235,1.806,4.895802666122705,1
Li2CuTiBr6,Li,Cu,Ti,Br,1.159,0.774,0.673,0.7235,1.955,5.101745997152422,1
Li2CuTiI6,Li,Cu,Ti,I,1.159,0.774,0.673,0.7235,2.194,5.432084628804116,1
Li2CuVF6,Li,Cu,V,F,1.159,0.774,0.636,0.7050000000000001,1.331,4.194967788286233,1
Li2CuVCl6,Li,Cu,V,Cl,1.159,0.774,0.636,0.7050000000000001,1.806,4.868726653534459,1
Li2CuVBr6,Li,Cu,V,Br,1.159,0.774,0.636,0.7050000000000001,1.955,5.080074171264956,1
Li2CuVI6,Li,Cu,V,I,1.159,0.774,0.636,0.7050000000000001,2.194,5.4190812634635375,1
Li2CuCrF6,Li,Cu,Cr,F,1.159,0.774,0.618,0.696,1.331,4.177748688487752,1
Li2CuCrCl6,Li,Cu,Cr,Cl,1.159,0.774,0.618,0.696,1.806,4.8602199528555685,1
Li2CuCrBr6,Li,Cu,Cr,Br,1.159,0.774,0.618,0.696,1.955,5.074300412625684,1
Li2CuCrI6,Li,Cu,Cr,I,1.159,0.774,0.618,0.696,2.194,5.417691217223385,1
Li2CuMnF6,Li,Cu,Mn,F,1.159,0.774,0.645,0.7095,1.331,4.204622967468725,1
Li2CuMnCl6,Li,Cu,Mn,Cl,1.159,0.774,0.645,0.7095,1.806,4.874108520675208,1
Li2CuMnBr6,Li,Cu,Mn,Br,1.159,0.774,0.645,0.7095,1.955,5.084115567891558,1
Li2CuMnI6,Li,Cu,Mn,I,1.159,0.774,0.645,0.7095,2.194,5.420972509399662,1
Li2CuFeF6,Li,Cu,Fe,F,1.159,0.774,0.646,0.71,1.331,4.205739511474775,1
Li2CuFeCl6,Li,Cu,Fe,Cl,1.159,0.774,0.646,0.71,1.806,4.874753595981817,1
Li2CuFeBr6,Li,Cu,Fe,Br,1.159,0.774,0.646,0.71,1.955,5.084612750911394,1
Li2CuFeI6,Li,Cu,Fe,I,1.159,0.774,0.646,0.71,2.194,5.421232469221254,1
Li2CuCoF6,Li,Cu,Co,F,1.159,0.774,0.612,0.6930000000000001,1.331,4.172617154658981,1
Li2CuCoCl6,Li,Cu,Co,Cl,1.159,0.774,0.612,0.6930000000000001,1.806,4.858042840084668,1
Li2CuCoBr6,Li,Cu,Co,Br,1.159,0.774,0.612,0.6930000000000001,1.955,5.0730500550918824,1
Li2CuCoI6,Li,Cu,Co,I,1.159,0.774,0.612,0.6930000000000001,2.194,5.417927399969226,1
Li2CuNiF6,Li,Cu,Ni,F,1.159,0.774,0.601,0.6875,1.331,4.163984507976322,1
Li2CuNiCl6,Li,Cu,Ni,Cl,1.159,0.774,0.601,0.6875,1.806,4.854893598885412,1
Li2CuNiBr6,Li,Cu,Ni,Br,1.159,0.774,0.601,0.6875,1.955,5.071620871612685,1
Li2CuNiI6,Li,Cu,Ni,I,1.159,0.774,0.601,0.6875,2.194,5.419257235249049,1
Li2CuGaF6,Li,Cu,Ga,F,1.159,0.774,0.62,0.6970000000000001,1.331,4.179526182847342,1
Li2CuGaCl6,Li,Cu,Ga,Cl,1.159,0.774,0.62,0.6970000000000001,1.806,4.861018291886079,1
Li2CuGaBr6,Li,Cu,Ga,Br,1.159,0.774,0.62,0.6970000000000001,1.955,5.07479160608981,1
Li2CuGaI6,Li,Cu,Ga,I,1.159,0.774,0.62,0.6970000000000001,2.194,5.417689740953511,1
Li2CuAsF6,Li,Cu,As,F,1.159,0.774,0.583,0.6785,1.331,4.151985216797052,1
Li2CuAsCl6,Li,Cu,As,Cl,1.159,0.774,0.583,0.6785,1.806,4.8520589087646275,1
Li2CuAsBr6,Li,Cu,As,Br,1.159,0.774,0.583,0.6785,1.955,5.0716609721397194,1
Li2CuAsI6,Li,Cu,As,I,1.159,0.774,0.583,0.6785,2.194,5.423908577150773,1
Li2CuYF6,Li,Cu,Y,F,1.159,0.774,0.899,0.8365,1.331,4.8401357714991375,1
Li2CuYCl6,Li,Cu,Y,Cl,1.159,0.774,0.899,0.8365,1.806,5.4079779711405,1
Li2CuYBr6,Li,Cu,Y,Br,1.159,0.774,0.899,0.8365,1.955,5.586101103238528,1
Li2CuYI6,Li,Cu,Y,I,1.159,0.774,0.899,0.8365,2.194,5.871815388952813,1
Li2CuNbF6,Li,Cu,Nb,F,1.159,0.774,0.724,0.749,1.331,4.321445530880941,1
Li2CuNbCl6,Li,Cu,Nb,Cl,1.159,0.774,0.724,0.749,1.806,4.955624436087883,1
Li2CuNbBr6,Li,Cu,Nb,Br,1.159,0.774,0.724,0.749,1.955,5.154556345300167,1
Li2CuNbI6,Li,Cu,Nb,I,1.159,0.774,0.724,0.749,2.194,5.473648468130607,1
Li2CuMoF6,Li,Cu,Mo,F,1.159,0.774,0.691,0.7324999999999999,1.331,4.265368813803704,1
Li2CuMoCl6,Li,Cu,Mo,Cl,1.159,0.774,0.691,0.7324999999999999,1.806,4.91383297762623,1
Li2CuMoBr6,Li,Cu,Mo,Br,1.159,0.774,0.691,0.7324999999999999,1.955,5.117245946909506,1
Li2CuMoI6,Li,Cu,Mo,I,1.159,0.774,0.691,0.7324999999999999,2.194,5.443525810390735,1
Li2CuRuF6,Li,Cu,Ru,F,1.159,0.774,0.676,0.7250000000000001,1.331,4.243409154774257,1
Li2CuRuCl6,Li,Cu,Ru,Cl,1.159,0.774,0.676,0.7250000000000001,1.806,4.89858156856736,1
Li2CuRuBr6,Li,Cu,Ru,Br,1.159,0.774,0.676,0.7250000000000001,1.955,5.10409880994667,1
Li2CuRuI6,Li,Cu,Ru,I,1.159,0.774,0.676,0.7250000000000001,2.194,5.4337539823604635,1
Li2CuRhF6,Li,Cu,Rh,F,1.159,0.774,0.672,0.7230000000000001,1.331,4.237911442848475,1
Li2CuRhCl6,Li,Cu,Rh,Cl,1.159,0.774,0.672,0.7230000000000001,1.806,4.894896228463965,1
Li2CuRhBr6,Li,Cu,Rh,Br,1.159,0.774,0.672,0.7230000000000001,1.955,5.100981982267562,1
Li2CuRhI6,Li,Cu,Rh,I,1.159,0.774,0.672,0.7230000000000001,2.194,5.431549063871987,1
Li2CuPdF6,Li,Cu,Pd,F,1.159,0.774,0.851,0.8125,1.331,4.6541275819963985,1
Li2CuPdCl6,Li,Cu,Pd,Cl,1.159,0.774,0.851,0.8125,1.806,5.238742966611783,1
Li2CuPdBr6,Li,Cu,Pd,Br,1.159,0.774,0.851,0.8125,1.955,5.422127581996398,1
Li2CuPdI6,Li,Cu,Pd,I,1.159,0.774,0.851,0.8125,2.194,5.7162814281502445,1
Li2CuAgF6,Li,Cu,Ag,F,1.159,0.774,0.757,0.7655000000000001,1.331,4.388932635603102,1
Li2CuAgCl6,Li,Cu,Ag,Cl,1.159,0.774,0.757,0.7655000000000001,1.806,5.009442106537133,1
Li2CuAgBr6,Li,Cu,Ag,Br,1.159,0.774,0.757,0.7655000000000001,1.955,5.204086130051175,1
Li2CuAgI6,Li,Cu,Ag,I,1.159,0.774,0.757,0.7655000000000001,2.194,5.516300369110613,1
Li2CuInF6,Li,Cu,In,F,1.159,0.774,0.795,0.7845,1.331,4.482176256650179,1
Li2CuInCl6,Li,Cu,In,Cl,1.159,0.774,0.795,0.7845,1.806,5.087657454865603,1
Li2CuInBr6,Li,Cu,In,Br,1.159,0.774,0.795,0.7845,1.955,5.277587346516336,1
Li2CuInI6,Li,Cu,In,I,1.159,0.774,0.795,0.7845,2.194,5.582239991513148,1
Li2CuSbF6,Li,Cu,Sb,F,1.159,0.774,0.861,0.8175,1.331,4.689697386225563,1
Li2CuSbCl6,Li,Cu,Sb,Cl,1.159,0.774,0.861,0.8175,1.806,5.2707371415772455,1
Li2CuSbBr6,Li,Cu,Sb,Br,1.159,0.774,0.861,0.8175,1.955,5.453000138519142,1
Li2CuSbI6,Li,Cu,Sb,I,1.159,0.774,0.861,0.8175,2.194,5.7453548785803035,1
Li2CuTaF6,Li,Cu,Ta,F,1.159,0.774,0.726,0.75,1.331,4.3252011369683245,1
Li2CuTaCl6,Li,Cu,Ta,Cl,1.159,0.774,0.726,0.75,1.806,4.958534470301657,1
Li2CuTaBr6,Li,Cu,Ta,Br,1.159,0.774,0.726,0.75,1.955,5.157201136968324,1
Li2CuTaI6,Li,Cu,Ta,I,1.159,0.774,0.726,0.75,2.194,5.475867803634991,1
Li2CuIrF6,Li,Cu,Ir,F,1.159,0.774,0.687,0.7305,1.331,4.259303261458106,1
Li2CuIrCl6,Li,Cu,Ir,Cl,1.159,0.774,0.687,0.7305,1.806,4.90954282340198,1
Li2CuIrBr6,Li,Cu,Ir,Br,1.159,0.774,0.687,0.7305,1.955,5.113512707043322,1
Li2CuIrI6,Li,Cu,Ir,I,1.159,0.774,0.687,0.7305,2.194,5.440685876105608,1
Li2CuAuF6,Li,Cu,Au,F,1.159,0.774,0.842,0.808,1.331,4.623445820994474,1
Li2CuAuCl6,Li,Cu,Au,Cl,1.159,0.774,0.842,0.808,1.806,5.211317108123188,1
Li2CuAuBr6,Li,Cu,Au,Br,1.159,0.774,0.842,0.808,1.955,5.395723048717247,1
Li2CuAuI6,Li,Cu,Au,I,1.159,0.774,0.842,0.808,2.194,5.691515127925168,1
Li2CuTlF6,Li,Cu,Tl,F,1.159,0.774,0.884,0.829,1.331,4.7777376633617035,1
Li2CuTlCl6,Li,Cu,Tl,Cl,1.159,0.774,0.884,0.829,1.806,5.350717156727204,1
Li2CuTlBr6,Li,Cu,Tl,Br,1.159,0.774,0.884,0.829,1.955,5.530451776751329,1
Li2CuTlI6,Li,Cu,Tl,I,1.159,0.774,0.884,0.829,2.194,5.818750932360497,1
Li2CuBiF6,Li,Cu,Bi,F,1.159,0.774,1.03,0.902,1.331,5.60098266598379,1
Li2CuBiCl6,Li,Cu,Bi,Cl,1.159,0.774,1.03,0.902,1.806,6.127590204786451,1
Li2CuBiBr6,Li,Cu,Bi,Br,1.159,0.774,1.03,0.902,1.955,6.29277867485297,1
Li2CuBiI6,Li,Cu,Bi,I,1.159,0.774,1.03,0.902,2.194,6.557745415429466,1
Li2CuLaF6,Li,Cu,La,F,1.159,0.774,1.032,0.903,1.331,5.616401035956795,1
Li2CuLaCl6,Li,Cu,La,Cl,1.159,0.774,1.032,0.903,1.806,6.1424253991904605,1
Li2CuLaBr6,Li,Cu,La,Br,1.159,0.774,1.032,0.903,1.955,6.3074309362890215,1
Li2CuLaI6,Li,Cu,La,I,1.159,0.774,1.032,0.903,2.194,6.57210424747396,1
Li2CuCeF6,Li,Cu,Ce,F,1.159,0.774,1.01,0.892,1.331,5.454320409933325,1
Li2CuCeCl6,Li,Cu,Ce,Cl,1.159,0.774,1.01,0.892,1.806,5.986831620695656,1
Li2CuCeBr6,Li,Cu,Ce,Br,1.159,0.774,1.01,0.892,1.955,6.153871979440051,1
Li2CuCeI6,Li,Cu,Ce,I,1.159,0.774,1.01,0.892,2.194,6.421809199170992,1
Li2CuPrF6,Li,Cu,Pr,F,1.159,0.774,0.993,0.8835,1.331,5.339683572335206,1
Li2CuPrCl6,Li,Cu,Pr,Cl,1.159,0.774,0.993,0.8835,1.806,5.877317980937357,1
Li2CuPrBr6,Li,Cu,Pr,Br,1.159,0.774,0.993,0.8835,1.955,6.045965405951505,1
Li2CuPrI6,Li,Cu,Pr,I,1.159,0.774,0.993,0.8835,2.194,6.31648040312185,1
Li2CuNdF6,Li,Cu,Nd,F,1.159,0.774,0.98,0.877,1.331,5.257713369409569,1
Li2CuNdCl6,Li,Cu,Nd,Cl,1.159,0.774,0.98,0.877,1.806,5.799332525623935,1
Li2CuNdBr6,Li,Cu,Nd,Br,1.159,0.774,0.98,0.877,1.955,5.969229903046969,1
Li2CuNdI6,Li,Cu,Nd,I,1.159,0.774,0.98,0.877,2.194,6.241749857436934,1
Li2CuPmF6,Li,Cu,Pm,F,1.159,0.774,0.969,0.8714999999999999,1.331,5.191948769142006,1
Li2CuPmCl6,Li,Cu,Pm,Cl,1.159,0.774,0.969,0.8714999999999999,1.806,5.73698606116725,1
Li2CuPmBr6,Li,Cu,Pm,Br,1.159,0.774,0.969,0.8714999999999999,1.955,5.90795565382359,1
Li2CuPmI6,Li,Cu,Pm,I,1.159,0.774,0.969,0.8714999999999999,2.194,6.182195470232081,1
Li2CuSmF6,Li,Cu,Sm,F,1.159,0.774,0.958,0.866,1.331,5.129295002716024,1
Li2CuSmCl6,Li,Cu,Sm,Cl,1.159,0.774,0.958,0.866,1.806,5.677793847981612,1
Li2CuSmBr6,Li,Cu,Sm,Br,1.159,0.774,0.958,0.866,1.955,5.849849275233344,1
Li2CuSmI6,Li,Cu,Sm,I,1.159,0.774,0.958,0.866,2.194,6.125830799482767,1
Li2CuEuF6,Li,Cu,Eu,F,1.159,0.774,0.947,0.8605,1.331,5.069591904639344,1
Li2CuEuCl6,Li,Cu,Eu,Cl,1.159,0.774,0.947,0.8605,1.806,5.6215965530995415,1
Li2CuEuBr6,Li,Cu,Eu,Br,1.159,0.774,0.947,0.8605,1.955,5.794751695458635,1
Li2CuEuI6,Li,Cu,Eu,I,1.159,0.774,0.947,0.8605,2.194,6.072497192262819,1
Li2CuGdF6,Li,Cu,Gd,F,1.159,0.774,0.936,0.855,1.331,5.012691193542737,1
Li2CuGdCl6,Li,Cu,Gd,Cl,1.159,0.774,0.936,0.855,1.806,5.568246749098293,1
Li2CuGdBr6,Li,Cu,Gd,Br,1.159,0.774,0.936,0.855,1.955,5.742515754946246,1
Li2CuGdI6,Li,Cu,Gd,I,1.159,0.774,0.936,0.855,2.194,6.022047918688935,1
Li2CuTbF6,Li,Cu,Tb,F,1.159,0.774,0.924,0.849,1.331,4.953652565512639,1
Li2CuTbCl6,Li,Cu,Tb,Cl,1.159,0.774,0.924,0.849,1.806,5.513134308739965,1
Li2CuTbBr6,Li,Cu,Tb,Br,1.159,0.774,0.924,0.849,1.955,5.688634897668116,1
Li2CuTbI6,Li,Cu,Tb,I,1.159,0.774,0.924,0.849,2.194,5.970142553734076,1
Li2CuDyF6,Li,Cu,Dy,F,1.159,0.774,0.912,0.843,1.331,4.897620572216575,1
Li2CuDyCl6,Li,Cu,Dy,Cl,1.159,0.774,0.912,0.843,1.806,5.4610843919081535,1
Li2CuDyBr6,Li,Cu,Dy,Br,1.159,0.774,0.912,0.843,1.955,5.637834095348248,1
Li2CuDyI6,Li,Cu,Dy,I,1.159,0.774,0.912,0.843,2.194,5.921345364624642,1
Li2CuHoF6,Li,Cu,Ho,F,1.159,0.774,0.9,0.837,1.331,4.844442894105263,1
Li2CuHoCl6,Li,Cu,Ho,Cl,1.159,0.774,0.9,0.837,1.806,5.4119458809630885,1
Li2CuHoBr6,Li,Cu,Ho,Br,1.159,0.774,0.9,0.837,1.955,5.589962607366912,1
